"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
774,"NCT01156103","Reducing Pediatric Obesity Through After-school Programs",,"Completed","No Results Available","Obesity","Behavioral: America SCORES, Bay Area","Change in BMI z-score|Change in Aerobic capacity","University of California, San Francisco|San Francisco Unified School District|America SCORES, Bay Area|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","8 Years to 12 Years   (Child)","Not Applicable","158","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","H48814-32411-0|1K23HD054470-01A1","August 2009","May 2010","December 2010","July 2, 2010","null","May 8, 2015","","","https://ClinicalTrials.gov/show/NCT01156103"
775,"NCT00849888","Serum-Free Thymus Transplantation in DiGeorge Anomaly","SerumFree","Terminated","No Results Available","DiGeorge Anomaly","Biological: Serum Free Thymus Transplantation with Immunosuppression|Other: Serum Free Thymus Transplantation without immunosuppression","Survival|Incidence of graft-versus-host-disease (GVHD).|Thymopoiesis or graft rejection on biopsy.|Incidence of autoimmune disease.|Immune outcomes: T cell development; evaluate T cell numbers, diversity, and function.","M. Louise Markert|National Institutes of Health (NIH)|National Institute of Allergy and Infectious Diseases (NIAID)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Duke University","All","up to 2 Years   (Child)","Phase 1","2","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00006109|1R01FD003528-01|2R01AI047040-11A2|5K12HD043494-09|R01AI047040|R01AI054843|R56 Bridge R01AI4704011A1","April 2008","February 2011","February 2011","February 24, 2009","null","October 29, 2014","","","https://ClinicalTrials.gov/show/NCT00849888"
776,"NCT00715988","Methadone Pharmacokinetics and Cardiac Effects in Newborns",,"Completed","No Results Available","Pain","Drug: Methadone HCl Inject 10 mg/ml (will require dilution)|Drug: Methadone","Find the population kinetics for methadone and its enantiomers in preterm newborns and infants at 29 weeks to 48 wks PMA who are 1 week old and older|Measure the effects of R and S enantiomers of methadone on QT interval in newborns","University of Utah|Case Western Reserve University|Children's Mercy Hospital Kansas City|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","29 Weeks to 48 Weeks   (Child)","Phase 1","7","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","24569|1U10HD045986-01","October 2007","September 2012","February 10, 2017","July 15, 2008","null","April 11, 2017","University of Utah, Salt Lake City, Utah, United States|Primary Children's Medical Center, Salt Lake City, Utah, United States","","https://ClinicalTrials.gov/show/NCT00715988"
777,"NCT00679003","Managing Inflammatory Bowel Disease","Managing IBD","Completed","No Results Available","Inflammatory Bowel Disease|Crohn's Disease|Ulcerative Colitis","Behavioral: SLCBT|Behavioral: ES","Functional Disability Inventory|School absences|Health care utilization for IBD|Pediatric Quality of Life","University of Washington|National Institutes of Health (NIH)|Seattle Children's Hospital|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","8 Years to 17 Years   (Child)","Not Applicable","190","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","CHRMC12395|1R01HD050345-01A2","September 2007","March 2014","March 2014","May 16, 2008","null","April 15, 2015","","","https://ClinicalTrials.gov/show/NCT00679003"
778,"NCT00277433","Histamine Pharmacogenetics in Children With Atopic Dermatitis",,"Completed","No Results Available","Dermatitis, Atopic","Other: Buccal Swab","","Virginia Commonwealth University|ACCP|PPRU|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","6 Months to 5 Years   (Child)","","751","Other|NIH","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","PPRU 10744|1U10HD045934-01","June 2004","December 2009","December 2009","January 16, 2006","null","March 20, 2017","Arkansas Children's Hospital, Little Rock, Arkansas, United States|University of California at San Diego, San Diego, California, United States|Children's National Medical Center, Washington, District of Columbia, United States|Kosair Charities Pediatric Clinical Research Unit, Louisville, Kentucky, United States|Wayne State University/Children's Hospital of Michigan, Detroit, Michigan, United States|Children's Mercy Hospital, Kansas City, Missouri, United States|Baylor College of Medicine/Texas Children's Cancer Center, Houston, Texas, United States","","https://ClinicalTrials.gov/show/NCT00277433"
779,"NCT00100542","Psychiatric Problems in Children and Adolescents Infected With HIV at Birth",,"Completed","No Results Available","HIV Infections|Mental Disorders","Behavioral: Psychiatric interviews","","International Maternal Pediatric Adolescent AIDS Clinical Trials Group|National Institute of Allergy and Infectious Diseases (NIAID)|National Institute of Mental Health (NIMH)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","6 Years to 17 Years   (Child)","","800","Other|NIH","Observational","Observational Model: Case Control|Time Perspective: Prospective","PACTG P1055|U01AI068632","April 2005","September 2006","September 2006","January 4, 2005","null","January 21, 2011","Long Beach Memorial (Pediatric), Long Beach, California, United States|Los Angeles County Medical Center/USC, Los Angeles, California, United States|UCLA Medical Center (Pediatric), Los Angeles, California, United States|4601 UCSD Mother, Child & Adolescent HIV Program, San Diego, California, United States|UCSF, Moffitt Hospital (Pediatric), San Francisco, California, United States|Harbor-UCLA Medical Center, Torrance, California, United States|Childrens Hospital (U. Colorado, Denver), Denver, Colorado, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Howard University Hospital, Washington, District of Columbia, United States|North Broward Hospital District, Fort Lauderdale, Florida, United States|University of Florida - Health Science Center, Jacksonville, Florida, United States|University of Miami (Pediatric), Miami, Florida, United States|University of South Florida, St Petersburg, Florida, United States|Chicago Childrens Memorial Hospital (Pediatric), Chicago, Illinois, United States|University of Maryland (Pediatric), Baltimore, Maryland, United States|Childrens Hospital of Boston, Boston, Massachusetts, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|Bronx Lebanon Hospital Center, Bronx, New York, United States|Jacobi Medical Center, Bronx, New York, United States|New York University School of Medicine, New York, New York, United States|Metropolitan Hospital Center, New York, New York, United States|Mt. Sinai Medical Center, New York, New York, United States|State University of New York at Stony Brook, Stony Brook, New York, United States|SUNY Upstate Medical University, Syracuse, New York, United States|Duke University (Pediatric), Durham, North Carolina, United States|Childrens Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|St. Christophers Hosp. for Children, Philadelphia, Philadelphia, Pennsylvania, United States|St. Jude Childrens Research Hospital, Memphis, Memphis, Tennessee, United States|Children's Hospital and Regional Medical Center/Seattle, Seattle, Washington, United States|Northwest Family Ctr./Harborview Medical Center, Seattle, Washington, United States|University of Washington Medical Ctr., Seattle, Washington, United States|San Juan City Hospital, San Juan, Puerto Rico","","https://ClinicalTrials.gov/show/NCT00100542"
780,"NCT00000811","A Study to Compare Different Drugs Used to Prevent Serious Bacterial Infections in HIV-Positive Children",,"Completed","No Results Available","Bacterial Infections|Pneumonia, Pneumocystis Carinii|HIV Infections","Drug: Azithromycin|Drug: Atovaquone|Drug: Sulfamethoxazole-Trimethoprim","","National Institute of Allergy and Infectious Diseases (NIAID)|Pfizer|Glaxo Wellcome|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","3 Months to 18 Months   (Child)","Phase 2","690","NIH|Industry","Interventional","Intervention Model: Parallel Assignment|Primary Purpose: Treatment","ACTG 254|PACTG 254|11231","null","null","November 2001","August 31, 2001","null","April 4, 2012","Univ of Alabama at Birmingham - Pediatric, Birmingham, Alabama, United States|Univ of South Alabama, Mobile, Alabama, United States|UCSD Med Ctr / Pediatrics / Clinical Sciences, La Jolla, California, United States|Long Beach Memorial (Pediatric), Long Beach, California, United States|Children's Hosp of Los Angeles/UCLA Med Ctr, Los Angeles, California, United States|Los Angeles County - USC Med Ctr, Los Angeles, California, United States|Cedars Sinai / UCLA Med Ctr, Los Angeles, California, United States|UCLA Med Ctr / Pediatric, Los Angeles, California, United States|Harbor - UCLA Med Ctr / UCLA School of Medicine, Los Angeles, California, United States|Children's Hosp of Oakland, Oakland, California, United States|UCSF / Moffitt Hosp - Pediatric, San Francisco, California, United States|Children's Hosp of Denver, Denver, Colorado, United States|Connecticut Children's Med Ctr, Farmington, Connecticut, United States|Univ of Connecticut / Farmington, Farmington, Connecticut, United States|Yale Univ Med School, New Haven, Connecticut, United States|Howard Univ Hosp, Washington, District of Columbia, United States|North Broward Hosp District, Fort Lauderdale, Florida, United States|Univ of Florida Gainesville, Gainesville, Florida, United States|Univ of Florida Health Science Ctr / Pediatrics, Jacksonville, Florida, United States|Univ of Miami (Pediatric), Miami, Florida, United States|Palm Beach County Health Dept, Riviera Beach, Florida, United States|Emory Univ Hosp / Pediatrics, Atlanta, Georgia, United States|Med College of Georgia, Augusta, Georgia, United States|Cook County Hosp, Chicago, Illinois, United States|Univ of Illinois College of Medicine / Pediatrics, Chicago, Illinois, United States|Chicago Children's Memorial Hosp, Chicago, Illinois, United States|Univ of Chicago Children's Hosp, Chicago, Illinois, United States|Tulane Univ / Charity Hosp of New Orleans, New Orleans, Louisiana, United States|Earl K Long Early Intervention Clinic, New Orleans, Louisiana, United States|Univ of Maryland at Baltimore / Univ Med Ctr, Baltimore, Maryland, United States|Johns Hopkins Hosp - Pediatric, Baltimore, Maryland, United States|Children's Hosp of Boston, Boston, Massachusetts, United States|Boston City Hosp / Pediatrics, Boston, Massachusetts, United States|Baystate Med Ctr of Springfield, Springfield, Massachusetts, United States|Univ of Massachusetts Med School, Worcester, Massachusetts, United States|Children's Hosp of Michigan, Detroit, Michigan, United States|Univ of Mississippi Med Ctr, Jackson, Mississippi, United States|Cooper Hosp - Univ Med Ctr / UMDNJ - New Jersey Med Schl, Camden, New Jersey, United States|UMDNJ - Robert Wood Johnson Med School / Pediatrics, New Brunswick, New Jersey, United States|Univ of Medicine & Dentistry of New Jersey / Univ Hosp, Newark, New Jersey, United States|Saint Joseph's Hosp and Med Ctr/UMDNJ - New Jersey Med Schl, Newark, New Jersey, United States|Children's Hosp at Albany Med Ctr, Albany, New York, United States|Bronx Lebanon Hosp Ctr, Bronx, New York, United States|Montefiore Med Ctr Adolescent AIDS Program, Bronx, New York, United States|SUNY - Brooklyn, Brooklyn, New York, United States|Children's Hosp Pact Prog / Children's Hosp of Buffalo, Buffalo, New York, United States|North Shore Univ Hosp, Great Neck, New York, United States|Schneider Children's Hosp, New Hyde Park, New York, United States|Beth Israel Med Ctr / Pediatrics, New York, New York, United States|Bellevue Hosp / New York Univ Med Ctr, New York, New York, United States|Cornell Univ Med College, New York, New York, United States|Metropolitan Hosp Ctr, New York, New York, United States|Mount Sinai Med Ctr / Pediatrics, New York, New York, United States|Columbia Presbyterian Med Ctr, New York, New York, United States|Incarnation Children's Ctr / Columbia Presbyterian Med Ctr, New York, New York, United States|Harlem Hosp Ctr, New York, New York, United States|Univ of Rochester Med Ctr, Rochester, New York, United States|Univ of Rochester Medical Center, Rochester, New York, United States|State Univ of New York at Stony Brook, Stony Brook, New York, United States|SUNY Health Sciences Ctr at Syracuse / Pediatrics, Syracuse, New York, United States|Duke Univ Med Ctr, Durham, North Carolina, United States|Columbus Children's Hosp, Columbus, Ohio, United States|Children's Hosp of Philadelphia, Philadelphia, Pennsylvania, United States|Saint Christopher's Hosp for Children, Philadelphia, Pennsylvania, United States|Med Univ of South Carolina, Charleston, South Carolina, United States|Saint Jude Children's Research Hosp of Memphis, Memphis, Tennessee, United States|Vanderbilt Univ Med Ctr, Nashville, Tennessee, United States|Hermann Hosp / Univ Texas Health Science Ctr, Houston, Texas, United States|Texas Children's Hosp / Baylor Univ, Houston, Texas, United States|Children's Hosp of the King's Daughters, Norfolk, Virginia, United States|Med College of Virginia, Richmond, Virginia, United States|Children's Hospital & Medical Center / Seattle ACTU, Seattle, Washington, United States|Ramon Ruiz Arnau Univ Hosp / Pediatrics, Bayamon, Puerto Rico|Univ of Puerto Rico / Univ Children's Hosp AIDS, San Juan, Puerto Rico|San Juan City Hosp, San Juan, Puerto Rico","","https://ClinicalTrials.gov/show/NCT00000811"
781,"NCT03660514","Jovenes Sanos: Preventing IPV and RC",,"Recruiting","No Results Available","Unintended Pregnancy|Family Planning|Intimate Partner Violence (IPV)","Behavioral: Jovenes Sanos","Recent RC|Intimate Partner Violence (IPV)|Contraception discontinuation|Contraception self-efficacy|Contraception delivery|Biased and coercive FP provider practices|Knowledge of IPV services|Utilization of IPV services among those reporting IPV","University of California, San Diego|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Comision de Salud Fronteriza Mexico - Estados Unidos|Secretaria de Salud de Baja California","Female","16 Years to 20 Years   (Child, Adult)","Not Applicable","80","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","161741|K23HD084756-01A1","September 15, 2018","April 15, 2019","June 15, 2019","September 6, 2018","null","February 19, 2019","Division of Infectious Diseases and Global Public Health, University of California, San Diego, La Jolla, California, United States|Centro de Salud Fransisco Villa, Tijuana, Baja California, Mexico","","https://ClinicalTrials.gov/show/NCT03660514"
782,"NCT03455881","Phenotypic and Genetic Assessment of Tracheal and Esophageal Birth Defects in Patients","TED","Recruiting","No Results Available","Tracheoesophageal Fistula|Esophageal Atresia|Laryngeal Cleft|Tracheal Stenosis|Bronchial Stenosis|Esophageal Bronchus|Congenital High Airway Obstruction Syndrome","","Genomic Sequencing|Anatomic phenotypes using MRI|Change in the anatomic phenotype using MRI","Children's Hospital Medical Center, Cincinnati|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Columbia University","All","Child, Adult, Older Adult","","260","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","CIN_PhenoandGeneticTED_001|1P01HD093363-01","March 28, 2018","January 2023","January 2024","March 7, 2018","null","March 21, 2019","Cincinnati Children's Hospital, Cincinnati, Ohio, United States","","https://ClinicalTrials.gov/show/NCT03455881"
783,"NCT03334942","Addressing Traumatic Stress Symptoms in Children",,"Recruiting","No Results Available","Violence, Non-accidental|Posttraumatic Stress Disorder|Parent-Child Relations|Assault|Youth","Behavioral: Child and Family Traumatic Stress Intervention","Change in Child PTSD Symptom Scale (CPSS-5) score from baseline to 4 months post-ED visit.|Change in Revised Children's Anxiety and Depression Scale (RCADS) short form score from baseline to 4 months post-ED visit|Change in Revised Children's Anxiety and Depression Scale (RCADS) short form score from baseline to 10 months post-ED visit|Change in self-reported substance use as assessed by Behavioral Health Screen (BHS) items from baseline to 4 months post-ED visit|Change in self-reported substance use as assessed by Behavioral Health Screen (BHS) items from baseline to 10 months post-ED visit|Change in Strengths and Difficulties Questionnaire-Child and Parent Report (SDQ & SDQ-P) from baseline to 4 months post-ED visit|Change in Strengths and Difficulties Questionnaire-Child and Parent Report (SDQ & SDQ-P) from baseline to 10 months post-ED visit|Change in Child PTSD Symptom Scale (CPSS-5) score from baseline to 10 months post-ED visit.","Children's Hospital of Philadelphia|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Drexel University|University of Colorado, Denver","All","8 Years to 18 Years   (Child, Adult)","Not Applicable","300","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","17-013839|R01HD087406-01A1","November 2, 2017","December 31, 2021","May 31, 2022","November 7, 2017","null","April 16, 2019","Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States","","https://ClinicalTrials.gov/show/NCT03334942"
784,"NCT03313310","ATN 151 Work-to-Prevent: Employment as HIV Prevention","W2P","Recruiting","No Results Available","HIV Prevention","Behavioral: Employment Intervention","Information Systems Success Model Score|Workshop Completion|Change in Job Seeking Self-Efficacy Scale Score|Change in Boundaryless Career Attitude Scale Score|Change in Protean Career Attitude Scale Score|Change in self-reported employment status|Change in self-reported sexual risk behaviors|Change in incidence of chlamydia|Change in incidence of gonorrhea|Reactive HIV Result","University of North Carolina, Chapel Hill|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institute on Drug Abuse (NIDA)|National Institute of Mental Health (NIMH)","Male","16 Years to 24 Years   (Child, Adult)","Not Applicable","110","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","ATN 151|5U24HD089880-02","March 20, 2018","January 2020","March 2020","October 18, 2017","null","March 27, 2019","University of Chicago, Chicago, Illinois, United States","","https://ClinicalTrials.gov/show/NCT03313310"
785,"NCT03301753","Maternal Obesity, Breast Milk Composition, and Infant Growth","(MILK)","Enrolling by invitation","No Results Available","Obesity|Pregnancy|Breastmilk Collection|Infant Overnutrition","","Milk Composition Changes|Infant Body Composition Changes","University of Minnesota - Clinical and Translational Science Institute|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|HealthPartners Institute|University of Oklahoma","All","up to 45 Years   (Child, Adult)","","720","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","140M50203|R01HD080444","July 1, 2014","January 31, 2019","June 30, 2019","October 4, 2017","null","October 11, 2018","University of Minnesota School of Public Health, Minneapolis, Minnesota, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States","","https://ClinicalTrials.gov/show/NCT03301753"
786,"NCT03263195","Prospective Cohort Study of HIV and Zika in Infants and Pregnancy","HIV ZIP","Active, not recruiting","No Results Available","HIV|Zika Virus|Pregnant Women","","Enrollment (150 HIV-infected and 50 HIV-uninfected pregnant women within one year, with a minimum of 20 of these women having HIV/ZIKV co-infection by their end of pregnancy).|Viral suppression (in HIV-infected women with ZIKV co-infection compared to those without ZIKV co-infection during pregnancy and at the time of delivery).|Incidence of ZIKV infection (among pregnant women with HIV infection compared to those without HIV infection).|Incidence of adverse pregnancy outcomes (in women co-infected with HIV and ZIKV, women infected with either HIV or ZIKV alone, and doubly uninfected women).|Incidence of vertical transmission of HIV and ZIKV (in women co-infected with HIV and ZIKV and women infected with either HIV or ZIKV alone).|Incidence of congenital malformations (among offspring of women co-infected with HIV and ZIKV, women infected with either HIV or ZIKV alone, and doubly uninfected women).|Incidence of other adverse outcomes among offspring of women co-infected with HIV and ZIKV, women infected with either HIV or ZIKV alone.|Growth, as measured by length, weight, and head circumference (among children with in utero exposure to HIV and ZIKV, in utero exposure to either HIV or ZIKV alone, and no in utero exposure to either virus).|Audiologic function as assessed by hearing levels, acoustic immitance, and otoacoustic emissions (among children with in utero exposure to HIV and ZIKV, in utero exposure to either HIV or ZIKV alone, and no in utero exposure to either virus).|Ophthalmologic structure and function as assessed by ophthalmoscopy, fixation, and acuity card testing (among children with in utero exposure to HIV and ZIKV, in utero exposure to either HIV or ZIKV alone, and no in utero exposure to either virus).|Neurodevelopment as assessed by the Bayley III and Ages and Stages Questionnaires- 3rd Edition (among children with in utero exposure to HIV and ZIKV, in utero exposure to either HIV or ZIKV alone, and no in utero exposure to either virus).","Westat|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institute of Allergy and Infectious Diseases (NIAID)","Female","15 Years and older   (Child, Adult, Older Adult)","","3800","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","HIV-ZIP","August 23, 2017","July 2024","July 2024","August 28, 2017","null","February 8, 2019","University of Miami Pediatric/Prenatal HIV/AIDS, Miami, Florida, United States|Bronx-Lebanon Hospital Center NICHD CRS, Bronx, New York, United States|Baylor College of Medicine; Texas Children's Hospital, Houston, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|SOM Federal University Minas Gerais Brazil NICHD CRS, Belo Horizonte, Minas Gerais, Brazil|Hospital Federal dos Servidores do Estado NICHD CRS, Rio de Janeiro, Brazil|Instituto de Puericultura e Pediatria Martagao Gesteira - UFRJ NICHD CRS, Rio de Janeiro, Brazil|Hosp. Geral De Nova Igaucu Brazil NICHD CRS, Rio de Janeiro, Brazil|University of Sao Paulo at Riberaio Preto Brazil, São Paulo, Brazil|University of Puerto Rico Pediatrics HIV/AIDS Research Program, San Juan, Puerto Rico|San Juan City Hosp. PR NICHD CRS, San Juan, Puerto Rico","","https://ClinicalTrials.gov/show/NCT03263195"
787,"NCT03048669","Long Term Outcomes of Therapy in Women Initiated on Lifelong ART Because of Pregnancy in DR Congo",,"Recruiting","No Results Available","HIV/AIDS|Antiretroviral Therapy|Pregnancy Outcomes|HIV-exposed Infants","Other: Continuous quality improvement","Loss-to-follow-up|Virological suppression|Timely Infant HIV diagnosis|Timely ART initiation|MTCT rates|Survival","Ohio State University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Kinshasa School of Public Health","All","Child, Adult, Older Adult","Not Applicable","6000","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Health Services Research","1R01HD087993","November 2016","May 2021","May 2021","February 9, 2017","null","April 6, 2018","Kinshasa School of Public Health, Kinshasa, Congo, The Democratic Republic of the","","https://ClinicalTrials.gov/show/NCT03048669"
788,"NCT03009110","Preventing Adverse Incisional Outcomes at Cesarean Multicenter Trial","Prevena-C","Recruiting","No Results Available","Surgical Wound Infection|Cesarean Section","Device: Prophylactic NPWT|Device: Standard Dressing","Frequency of superficial or deep surgical site infections|Frequency of superficial, deep or organ space SSIs (individual types of SSIs)|Frequency of organ space SSIs (endometritis, intraabdominal abscess)|Frequency of wound hematoma, seroma, separation (other wound complications)|Frequency of a composite of any wound complication including SSI, hematoma, seroma, separation (2cm or more).|Patient pain score|Patient satisfaction score|Patient satisfaction with aesthetics score|Frequency of physician office visit, emergency room visit, attendance at wound clinic, use antibiotics, hospital readmission for wound related problems (measures of healthcare resource utilization)|Frequency of skin blistering, erythema, wound bleeding (measures of adverse skin events)","Washington University School of Medicine|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|KCI USA, Inc.","Female","16 Years and older   (Child, Adult, Older Adult)","Not Applicable","2850","Other|NIH|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","IRB ID #: 201603062|1R01HD086007-01A1","February 8, 2017","January 2020","August 2021","January 4, 2017","null","March 26, 2019","University of Alabama Medical Center, Birmingham, Alabama, United States|Ochsner Baptist Medical Center, New Orleans, Louisiana, United States|Barnes-Jewish Hospital, Saint Louis, Missouri, United States|George Andrew Macones, Saint Louis, Missouri, United States|Mercy Hosptial St Louis, Saint Louis, Missouri, United States","","https://ClinicalTrials.gov/show/NCT03009110"
789,"NCT02793622","Prevention of Malaria in HIV-uninfected Pregnant Women and Infants","PROMOTE-BC3","Active, not recruiting","No Results Available","Malaria","Drug: Monthly Sulfadoxine-Pyrimethamine (SP) During Pregnancy|Drug: Monthly Dihydroartemisinin-Piperaquine (DP) During Pregnancy","Proportion of women who deliver with a composite adverse birth outcome|Incidence of malaria in infants|Comparison of estimates of gestational age at birth using two methods|Prevalence of placental malaria by histopathology|Prevalence of placental parasitemia|Prevalence of maternal malaria|Incidence of adverse events in pregnant women|Prevalence of anemia in pregnant women|Prevalence of anemia in infants|Prevalence of asymptomatic parasitemia in pregnant women|Prevalence of asymptomatic parasitemia in infants|Incidence of complicated malaria in infants|Incidence of hospital admissions in infants|Infant mortality rate","University of California, San Francisco|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Bill and Melinda Gates Foundation","Female","16 Years and older   (Child, Adult, Older Adult)","Phase 3","782","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","PROMOTE-BC3","September 2016","June 2019","June 2019","June 8, 2016","null","July 11, 2018","IDRC - Tororo Research Clinic, Tororo, Uganda","","https://ClinicalTrials.gov/show/NCT02793622"
790,"NCT02756195","The Impact of Non-Routine Events on Neonatal Safety",,"Recruiting","No Results Available","Neonatology","","National Surgical Quality Improvement Pediatric Mortality|National Surgical Quality Improvement Pediatric Morbidity","Vanderbilt University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|University of Utah|Vanderbilt University Medical Center","All","Child, Adult, Older Adult","","500","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","050488|1R01HD086792-01","November 2016","June 2020","June 2020","April 29, 2016","null","May 3, 2018","Monroe Carell Jr. Children's Hospital at Vanderbilt, Nashville, Tennessee, United States","","https://ClinicalTrials.gov/show/NCT02756195"
791,"NCT02531594","An Intervention to Reduce Second Hand Smoke Exposure Among Pediatric Emergency Patients",,"Recruiting","No Results Available","Smoking Cessation","Behavioral: SBIRT|Behavioral: HHC","self-reported prolonged abstinence at 6 weeks|self-reported prolonged abstinence at 6 months|number of cigarettes smoked at 6 weeks|number of cigarettes smoked at 6 months|Number of quit attempts at 6 weeks|Number of quit attempts at 6 months|Readiness to quit at 6 weeks|Readiness to quit at 6 months|Use of cessation resources at 6 weeks|Use of cessation resources at 6 months","Children's Hospital Medical Center, Cincinnati|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institute of Environmental Health Sciences (NIEHS)","All","Child, Adult, Older Adult","Not Applicable","750","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","CINC 2015-1914|1R01HD083354|R01ES027815","April 6, 2016","December 31, 2020","December 31, 2022","August 24, 2015","null","December 11, 2018","Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States","","https://ClinicalTrials.gov/show/NCT02531594"
792,"NCT03906682","Improving Mental Health and School Performance in Urban Eighth Graders",,"Recruiting","No Results Available","Depressive Symptoms|Trauma, Psychological|Disruptive Behavior","Behavioral: RAP Club|Behavioral: Healthy Topics","Teacher Rating of Social Competence Scale (TRSCS)|Strengths and Difficulties Questionnaire (SDQ)|Academic Competence Evaluation Scale (ACES)|Academic records|Child PTSD Symptom Scale Revised (CPSSR)|Patient-Reported Outcomes Measurement Information System (PROMIS) Anxiety Symptoms|Children's Depression Inventory - Short Form (CDI-S)|Youth Outcome Questionnaire Self-Report (YOQSR)|Brief Cope|Children's Response Style Questionnaire (CRSQ)","Johns Hopkins Bloomberg School of Public Health|Institute of Education Sciences (IES)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","Child, Adult, Older Adult","Not Applicable","800","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","R305A160082-17","July 1, 2016","May 30, 2020","June 30, 2021","April 8, 2019","null","April 8, 2019","Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, United States","","https://ClinicalTrials.gov/show/NCT03906682"
